,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,free_SO2_ratio,alcohol_surgar_ratio,sugar_acidity_ratio,fixed_acidity_ratio,wine_type_white
668,7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.9973,3.3,0.92,9.5,0,2.272727272727273,527.7777777777777,21.686746987951807,95.18072289156626,0
669,7.9,0.4,0.3,1.8,0.157,2.0,45.0,0.99727,3.31,0.91,9.5,0,4.444444444444445,527.7777777777777,21.686746987951807,95.18072289156626,0
670,7.2,1.0,0.0,3.0,0.102,7.0,16.0,0.99586,3.43,0.46,10.0,0,43.75,333.3333333333333,36.58536585365854,87.8048780487805,0
671,6.9,0.765,0.18,2.4,0.243,5.5,48.0,0.99612,3.4,0.6,10.3,0,11.458333333333334,429.1666666666667,31.31115459882583,90.01956947162427,0
672,6.9,0.635,0.17,2.4,0.241,6.0,18.0,0.9961,3.4,0.59,10.3,0,33.333333333333336,429.1666666666667,31.851360318513603,91.5726609157266,0
673,8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.99788,3.36,0.61,10.5,0,20.58823529411765,308.8235294117647,38.94616265750286,95.07445589919816,0
674,7.1,0.52,0.03,2.6,0.076,21.0,92.0,0.99745,3.5,0.6,9.8,0,22.82608695652174,376.92307692307696,34.120734908136484,93.1758530183727,0
675,7.0,0.57,0.0,2.0,0.19,12.0,45.0,0.99676,3.31,0.6,9.4,0,26.666666666666668,470.0,26.42007926023778,92.47027741083222,0
676,6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,3.66,0.65,9.8,0,24.324324324324323,408.33333333333337,34.48275862068966,93.39080459770116,0
677,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,0,27.08333333333333,416.6666666666667,24.43991853360489,91.64969450101832,0
678,7.1,0.59,0.01,2.5,0.077,20.0,85.0,0.99746,3.55,0.59,9.8,0,23.529411764705884,392.00000000000006,32.50975292587776,92.32769830949286,0
679,9.9,0.35,0.41,2.3,0.083,11.0,61.0,0.9982,3.21,0.5,9.5,0,18.0327868852459,413.0434782608696,22.4390243902439,96.58536585365852,0
680,10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,0,32.758620689655174,459.09090909090907,20.833333333333336,94.69696969696967,0
681,8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,0,17.647058823529413,320.68965517241384,31.4192849404117,93.17443120260022,0
682,7.4,0.37,0.43,2.6,0.082,18.0,82.0,0.99708,3.33,0.68,9.7,0,21.951219512195124,373.07692307692304,33.46203346203346,95.23809523809524,0
683,8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,0,19.23076923076923,331.0344827586207,30.720338983050844,93.22033898305084,0
684,7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,0,19.54022988505747,388.0,32.425421530479895,92.0881971465629,0
685,7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,0,53.84615384615385,415.38461538461536,31.32530120481928,92.7710843373494,0
686,10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,0,26.923076923076923,543.4782608695652,22.179363548698166,97.3963355834137,0
687,10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,0,11.666666666666666,392.30769230769226,22.241231822070144,92.38665526090676,0
688,8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,0,37.5,384.0,27.29257641921397,94.97816593886462,0
689,9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,1,50.0,675.0,16.546018614270942,96.17373319544986,0
690,9.4,0.5,0.34,3.6,0.082,5.0,14.0,0.9987,3.29,0.52,10.7,0,35.714285714285715,297.22222222222223,36.36363636363636,94.94949494949496,0
691,7.2,0.61,0.08,4.0,0.082,26.0,108.0,0.99641,3.25,0.51,9.4,0,24.07407407407408,235.0,51.21638924455826,92.18950064020486,0
692,8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,0,47.05882352941177,303.03030303030306,36.0655737704918,93.98907103825135,0
693,5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,1,16.27906976744186,758.8235294117648,29.90325417766051,89.70976253298153,0
694,7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,0,30.43478260869565,384.0,30.26634382566586,93.22033898305084,0
695,8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,0,22.22222222222222,366.6666666666666,30.269058295964125,94.17040358744394,0
696,8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,1,40.0,533.3333333333334,28.301886792452837,96.69811320754717,0
697,8.4,0.25,0.39,2.0,0.041,4.0,10.0,0.99386,3.27,0.71,12.5,1,40.0,625.0,23.12138728323699,97.10982658959536,0
698,7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,0,33.333333333333336,484.2105263157894,23.95964691046658,93.31651954602772,0
699,7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,0,26.666666666666668,367.8571428571429,34.65346534653465,94.05940594059406,0
700,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,0,28.571428571428573,403.8461538461538,33.37612323491656,93.70988446726572,0
701,12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,0,29.166666666666668,389.28571428571433,20.8955223880597,96.26865671641792,0
702,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,0,52.63157894736842,432.0,22.22222222222222,96.0,0
703,6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,0,57.142857142857146,542.8571428571429,28.80658436213992,94.65020576131688,0
704,12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,0,46.34146341463415,403.5714285714286,21.52190622598001,96.84857801691008,0
705,9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,0,26.666666666666668,328.125,31.03782735208535,95.0533462657614,0
706,10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,0,70.37037037037037,743.75,14.42741208295762,97.38503155996392,0
707,7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,0,44.680851063829785,400.0,30.070377479206652,90.850927703135,0
708,9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,0,15.254237288135592,300.0,32.78688524590164,93.2377049180328,0
709,7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,0,40.90909090909091,510.5263157894736,24.7234873129473,91.0865322055953,0
710,4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,1,38.095238095238095,666.6666666666666,39.47368421052632,92.10526315789474,0
711,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,0,41.66666666666666,490.00000000000006,27.624309392265197,92.5414364640884,0
712,7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,0,37.5,367.8571428571429,36.93931398416886,93.66754617414249,0
713,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,0,40.54054054054054,382.1428571428572,37.03703703703704,93.91534391534393,0
714,7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,1,50.0,478.26086956521743,29.6010296010296,96.52509652509652,0
715,7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,1,75.55555555555556,552.1739130434783,27.479091995221022,93.1899641577061,0
716,5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,0,66.66666666666667,528.5714285714286,32.25806451612903,90.62980030721964,0
717,7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,0,55.55555555555556,436.0,30.543677458766037,91.6310323762981,0
718,10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,0,70.83333333333333,660.0,13.837638376383763,95.9409594095941,0
719,11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,0,70.58823529411765,618.75,13.256006628003314,96.10604805302404,0
720,8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,0,69.56521739130434,587.5,16.868740115972585,92.77807063784924,0
721,7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,0,49.09090909090909,620.0000000000001,18.148820326678763,91.95402298850574,0
722,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,1,36.0,487.5,34.38395415472779,95.9885386819484,0
723,10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,1,32.142857142857146,700.0,15.36983669548511,97.02209414024976,0
724,6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,0,50.0,454.5454545454545,33.846153846153854,92.3076923076923,0
725,11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,1,26.47058823529412,456.6037735849057,23.00347222222222,96.35416666666669,0
726,6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,0,67.74193548387096,343.3333333333333,41.32231404958678,90.9090909090909,0
727,10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,0,50.0,419.2307692307692,23.423423423423426,95.4954954954955,0
728,7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,0,9.782608695652174,470.0,25.69043031470777,91.2010276172126,0
729,9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,0,61.90476190476191,623.5294117647059,16.748768472906402,97.53694581280789,0
730,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,0,45.16129032258065,544.4444444444445,25.568181818181817,90.9090909090909,0
731,7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,0,30.76923076923077,550.0,22.27722772277228,91.5841584158416,0
732,6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,0,37.5,612.5,22.759601706970127,91.03840682788052,0
733,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,0,40.90909090909091,500.0,19.527235354573484,95.58067831449128,0
734,8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,0,21.311475409836067,388.0,29.69121140142518,95.01187648456056,0
735,9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,0,74.54545454545455,726.6666666666666,15.527950310559008,96.27329192546586,0
736,7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,1,71.42857142857143,468.0,29.994001199760053,91.18176364727056,0
737,8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,1,34.04255319148936,452.0,29.550827423167853,96.92671394799054,0
738,11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,1,53.125,623.5294117647059,14.190317195325544,97.6627712854758,0
739,6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,0,62.5,622.2222222222222,24.45652173913044,92.3913043478261,0
740,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,0,17.647058823529413,351.85185185185185,34.526854219948845,92.07161125319692,0
741,5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,0,17.045454545454547,575.0,29.368575624082236,85.16886930983848,0
742,7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,0,28.0,385.1851851851852,34.09090909090909,94.6969696969697,0
743,7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,0,20.23809523809524,388.0,31.9693094629156,92.07161125319692,0
744,7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,0,18.6046511627907,373.07692307692304,33.184428844926614,91.89534141671984,0
745,6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,0,54.16666666666666,491.304347826087,31.55006858710562,93.27846364883402,0
746,6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,0,59.09090909090909,560.0,26.99055330634278,93.1174089068826,0
747,7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,0,62.7906976744186,545.0,24.30133657351154,92.34507897934384,0
748,7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,0,72.09302325581395,561.9047619047619,24.9554367201426,91.5032679738562,0
749,6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,0,78.26086956521739,706.6666666666666,20.10723860589812,92.49329758713137,0
750,7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,0,58.333333333333336,500.0,26.14379084967321,95.4248366013072,0
751,9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,1,60.0,693.75,17.185821697099893,97.74436090225564,0
752,10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,1,60.0,561.9047619047619,19.48051948051948,96.47495361781075,0
753,8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,1,43.75,421.4285714285714,30.735455543358945,96.59714599341385,0
754,7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,0,50.0,495.45454545454544,29.062087186261564,93.79128137384411,0
755,8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,0,43.47826086956522,250.0,42.507970244420825,93.51753453772584,0
756,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,0,20.454545454545453,380.0,32.05128205128205,92.3076923076923,0
757,9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,0,47.61904761904762,618.75,16.39344262295082,94.2622950819672,0
758,7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,0,85.71428571428571,542.8571428571429,25.25556223692123,91.40108238123874,0
759,8.4,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,0,53.84615384615385,387.0967741935484,35.59127439724454,96.44087256027554,0
760,8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,0,30.0,420.0,25.906735751295336,92.2279792746114,0
761,9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,0,28.571428571428573,433.33333333333337,24.489795918367346,91.83673469387756,0
762,10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,1,51.785714285714285,465.38461538461536,23.172905525846705,95.36541889483068,0
763,6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,0,50.0,448.0,33.921302578018995,92.26594301221166,0
764,10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,0,23.232323232323232,140.9090909090909,56.896551724137936,92.24137931034484,0
765,7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,0,57.69230769230769,505.0,26.52519893899204,95.49071618037136,0
766,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,0,18.6046511627907,421.73913043478257,29.262086513994905,91.6030534351145,0
767,10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,0,55.55555555555556,489.4736842105264,18.009478672985782,95.73459715639812,0
768,7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,0,19.318181818181817,445.4545454545455,28.097062579821205,91.95402298850574,0
769,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,0,62.7906976744186,465.2173913043479,29.90897269180754,92.32769830949286,0
770,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,1,39.53488372093023,520.8333333333334,27.87456445993031,96.39953542392568,0
771,8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,0,54.54545454545455,323.5294117647059,36.48068669527897,89.05579399141632,0
772,8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,0,25.64102564102564,453.8461538461538,28.23018458197611,96.63409337676438,0
773,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,1,48.48484848484848,450.0,29.869321717486,92.09707529558185,0
774,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,1,61.11111111111112,180.0,81.19079837618403,92.01623815967524,0
775,9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,0,13.043478260869565,316.6666666666667,30.67484662576687,94.06952965235172,0
776,7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,0,15.384615384615383,423.07692307692304,33.59173126614987,93.02325581395348,0
777,6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,0,66.66666666666667,522.7272727272726,33.03303303303304,91.5915915915916,0
778,7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,0,55.73770491803279,450.0,30.303030303030305,93.43434343434345,0
779,7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,0,63.63636363636363,958.3333333333334,15.779092702169626,95.98948060486522,0
780,9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,0,27.27272727272728,347.3684210526316,39.25619834710743,96.07438016528926,0
781,9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,0,33.333333333333336,121.11111111111111,95.94882729211088,97.01492537313432,0
782,10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,0,50.0,420.6896551724138,27.72466539196941,95.60229445506693,0
783,9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,1,30.0,265.21739130434787,46.96273608984175,95.9673302705462,0
784,8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,0,50.0,540.9090909090909,24.67750981491868,96.46662927650029,0
785,5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,0,11.290322580645162,733.3333333333334,24.93765586034913,88.11305070656692,0
786,6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,0,57.77777777777778,114.77272727272728,122.05270457697644,94.31345353675452,0
787,8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,0,40.50632911392405,500.0,25.11415525114156,95.89041095890413,0
788,8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,0,82.6086956521739,655.5555555555555,19.955654101995567,93.12638580931264,0
789,9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,0,43.47826086956522,456.5217391304348,22.977022977022976,95.90409590409593,0
790,8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,0,50.0,486.9565217391305,25.358324145534727,94.8180815876516,0
791,8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,1,68.83116883116882,578.9473684210527,21.54195011337868,97.50566893424036,0
792,9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,0,71.23287671232876,443.4782608695652,23.858921161825723,97.5103734439834,0
793,8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,0,14.666666666666666,418.1818181818181,24.255788313120178,92.61300992282249,0
794,8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,1,52.63157894736842,363.6363636363637,36.54485049833888,96.3455149501661,0
795,6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,0,32.0,552.6315789473684,26.352288488210817,91.53952843273233,0
796,7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,0,34.21052631578947,490.00000000000006,24.968789013732835,92.38451935081147,0
797,7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,0,43.93939393939394,500.0,23.75,95.0,0
798,8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,0,26.38888888888889,513.0434782608696,25.274725274725267,96.7032967032967,0
799,12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,0,23.07692307692308,742.8571428571429,11.084718923198732,95.01187648456056,0
800,7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,1,54.76190476190476,460.7142857142857,36.93931398416886,94.9868073878628,0
801,6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,0,63.63636363636363,712.5,24.024024024024023,93.09309309309307,0
802,9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,1,52.0,563.6363636363636,22.155085599194365,96.67673716012084,0
803,9.9,0.27,0.49,5.0,0.082,9.0,17.0,0.99484,3.19,0.52,12.5,1,52.94117647058823,250.0,49.164208456243855,97.34513274336284,0
804,10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,1,25.0,384.6153846153846,24.69135802469136,95.9164292497626,0
805,9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,1,22.22222222222222,421.73913043478257,22.33009708737864,95.14563106796118,0
806,8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,1,45.833333333333336,318.42105263157896,44.1860465116279,96.51162790697674,0
807,10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,1,35.0,555.0,18.79699248120301,95.86466165413532,0
808,10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,1,45.833333333333336,292.6829268292683,38.53383458646616,95.86466165413532,0
809,8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,1,50.0,590.4761904761905,24.47552447552448,96.73659673659677,0
810,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,1,47.61904761904762,661.1111111111111,19.955654101995567,98.66962305986696,0
811,8.2,0.31,0.4,2.2,0.058,6.0,10.0,0.99536,3.31,0.68,11.2,1,60.0,509.09090909090907,25.85193889541716,96.3572267920094,0
812,10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,1,55.55555555555556,576.1904761904761,19.92409867172676,96.77419354838707,0
813,7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,3.44,0.54,12.2,0,54.54545454545455,451.8518518518519,33.623910336239106,94.64508094645082,0
814,8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,0,39.130434782608695,547.3684210526316,21.814006888633752,97.5889781859931,0
815,9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,0,50.0,538.0952380952381,22.43589743589744,96.15384615384616,0
816,9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,0,23.529411764705884,555.0,20.26342451874367,96.25126646403244,0
817,6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,1,69.44444444444444,491.304347826087,32.99856527977044,91.82209469153514,0
818,8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,0,37.5,500.0,23.28288707799767,93.13154831199068,0
819,8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,0,47.36842105263158,584.2105263157895,21.181716833890743,94.76031215161647,0
820,7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,0,38.888888888888886,581.25,20.887728459530027,92.68929503916448,0
821,6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,0,37.5,452.3809523809524,29.288702928870293,92.05020920502092,0
822,8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,0,74.07407407407408,560.0,22.05071664829107,97.02315325248072,0
823,8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,0,50.0,458.33333333333337,27.77777777777777,96.06481481481482,0
824,9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,1,60.0,495.83333333333337,25.586353944562894,95.94882729211086,0
825,8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48,9.2,0,20.353982300884955,438.095238095238,22.925764192139734,92.7947598253275,0
826,9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,0,63.04347826086956,508.33333333333337,25.53191489361702,95.74468085106382,0
827,6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,0,31.818181818181817,351.7241379310345,39.94490358126722,92.28650137741047,0
828,10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,0,60.0,573.6842105263158,17.823639774859288,97.5609756097561,0
829,10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,1,46.15384615384615,483.33333333333337,22.900763358778622,96.37404580152672,0
830,8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.99605,3.52,0.63,10.7,0,50.0,629.4117647058823,19.23076923076923,96.15384615384616,0
831,8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,1,53.84615384615385,205.08474576271183,64.62212486308871,96.3855421686747,0
832,7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,0,48.61111111111112,447.6190476190476,27.59526938239159,94.61235216819972,0
833,8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,0,26.050420168067227,350.0,28.921023359288096,93.43715239154616,0
834,7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,1,31.03448275862069,313.88888888888886,48.648648648648646,94.5945945945946,0
835,12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,0,50.0,742.8571428571429,11.06719367588933,96.44268774703558,0
836,9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,0,47.05882352941177,552.6315789473684,19.791666666666668,94.79166666666669,0
837,9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,0,46.42857142857143,526.3157894736843,18.33976833976834,91.6988416988417,0
838,7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,0,72.85714285714286,614.2857142857142,26.854219948849103,93.35038363171356,0
